Timestamp,hour,dayofweek,month,year,dayofyear,Temperature,Humidity,Demand,sin_hour,cos_hour,sin_dow,cos_dow,Demand_lag_1,Demand_lag_24,Demand_lag_168,Demand_roll_mean_3,Demand_roll_std_3,Demand_roll_mean_24,Demand_roll_std_24,Demand_roll_mean_168,Demand_roll_std_168
2024-01-01 10:00:00,10,0,1,2024,1,3.0,59.20540386,4477.496995,0.4999999999999999,-0.8660254037844386,0.0,1.0,2751.12628,2657.65305,4758.538052,3322.8715746666676,651.0876532029305,3739.1023476249998,952.3267123229451,3753.738401571428,972.2068422056542
2024-01-01 11:00:00,11,0,1,2024,1,18.85259903,66.08422536,4390.01605,0.258819045102521,-0.9659258262890684,0.0,1.0,4477.496995,4334.653348,4439.2403,3471.5281043333343,897.9144577481128,3814.9291786666668,934.7634649352141,3752.0655381369047,970.7081805056895
2024-01-01 12:00:00,12,0,1,2024,1,11.22801303,73.96297734,3372.983284,1.2246467991473532e-16,-1.0,0.0,1.0,4390.01605,4502.779174,4838.64362,3872.8797750000012,972.4512361003345,3817.2359579166664,936.1690413489608,3751.7725366488094,970.5069277070671
2024-01-01 13:00:00,13,0,1,2024,1,24.25164318,61.88501258,4808.746091,-0.25881904510252085,-0.9659258262890684,0.0,1.0,3372.983284,4157.819558,4622.245785,4080.1654430000003,613.9977063804516,3770.161129166667,928.5728388152709,3743.048367982143,967.2604168276761
2024-01-01 14:00:00,14,0,1,2024,1,22.16470885,48.18761939,4685.795598,-0.4999999999999997,-0.8660254037844387,0.0,1.0,4808.746091,2216.875986,4240.094906,4190.581808333333,738.3659133878019,3797.2830680416664,949.6548152406895,3744.15848885119,968.3818830667507
2024-01-01 15:00:00,15,0,1,2024,1,14.32352388,68.04949843,4580.866193,-0.7071067811865471,-0.707106781186548,0.0,1.0,4685.795598,2400.102433,2215.640403,4289.174991000001,795.8232460250952,3900.154718541666,903.6208396372142,3746.8114691607148,970.3571933629692
2024-01-01 16:00:00,16,0,1,2024,1,17.71086225,48.82891381,4650.003446,-0.8660254037844383,-0.5000000000000003,0.0,1.0,4580.866193,2241.451559,2174.232413,4691.8026273333335,114.0586484190434,3991.019875208334,854.5342009439828,3760.8901941011904,965.1530482647195
2024-01-01 17:00:00,17,0,1,2024,1,7.224729521,71.77339329,3638.748816,-0.9659258262890684,-0.2588190451025207,0.0,1.0,4650.003446,2406.161001,2472.453006,4638.888412333334,53.340444209531626,4091.3762038333334,778.1476539840277,3775.626926440476,959.6670536140142
2024-01-01 18:00:00,18,0,1,2024,1,21.34612521,77.1651013,4451.561916,-1.0,-1.8369701987210297e-16,0.0,1.0,3638.748816,2493.107375,3104.845505,4289.872818333334,564.9485284068212,4142.734029458333,698.7079686201374,3782.569163404762,954.387408100199
2024-01-01 19:00:00,19,0,1,2024,1,5.966043542,85.92100773,2402.611018,-0.9659258262890685,0.25881904510252035,0.0,1.0,4451.561916,3794.72927,2269.904712,4246.7713926666665,535.8295909237072,4224.336302000001,605.8672263679653,3790.5853325178573,954.31665262581
2024-01-01 20:00:00,20,0,1,2024,1,4.253476791,44.60320999,2208.724679,-0.8660254037844385,0.5,0.0,1.0,2402.611018,4285.030093,4114.486001,3497.640583333334,1031.738142940589,4166.331374833333,706.9868179787971,3791.3752510059526,953.1045521751555
2024-01-01 21:00:00,21,0,1,2024,1,5.000528804,63.86861831,2193.324174,-0.7071067811865477,0.7071067811865474,0.0,1.0,2208.724679,4470.762678,4575.159503,3020.9658710000003,1242.7195021765585,4079.8186492500004,811.1882333335244,3780.0314336130955,960.5479588217509
2024-01-01 22:00:00,22,0,1,2024,1,4.433665784,61.20972669,2282.558766,-0.5000000000000003,0.8660254037844383,0.0,1.0,2193.324174,4262.41908,4512.169696,2268.2199570000002,116.64052403053563,3984.92537825,892.5906757021379,3765.853842369047,966.3022619221659
2024-01-01 23:00:00,23,0,1,2024,1,3.0,47.89159208,2363.060115,-0.25881904510252157,0.9659258262890682,0.0,1.0,2282.558766,3113.810048,3759.476912,2228.202539666667,47.699511470135086,3902.4311985,955.1289238137438,3752.582348738095,971.2889667768177
2024-01-02 00:00:00,0,1,1,2024,2,18.88074275,50.76440957,4477.509055,0.0,1.0,0.7818314824680299,0.6234898018587335,2363.060115,4742.438983,4527.388062,2279.6476850000004,84.9054074323602,3871.1499512916666,993.5989617215007,3744.2703439940474,977.1867674193892
2024-01-02 01:00:00,1,1,1,2024,2,12.69568186,65.54454939,4636.876506,0.2588190451025208,0.9659258262890684,0.7818314824680299,0.6234898018587335,4477.509055,4461.66156,2862.462499,3041.0426453333334,1244.6673958826125,3860.1112042916666,984.9320637863001,3743.973445142857,976.9549577261996
2024-01-02 02:00:00,2,1,1,2024,2,11.26646453,47.48287037,4532.622651,0.4999999999999999,0.8660254037844386,0.7818314824680299,0.6234898018587335,4636.876506,4444.176447,3165.911593,3825.8152253333337,1269.286760631449,3867.411827041667,990.2199852552337,3754.535433279762,976.9594718894851
2024-01-02 03:00:00,3,1,1,2024,2,9.898160783,30.63990167,4622.816364,0.7071067811865476,0.7071067811865477,0.7818314824680299,0.6234898018587335,4532.622651,4902.958381,3741.73921,4549.002737333333,80.9365586788368,3871.0970855416667,992.6215029761539,3762.6706181488094,977.718661603124
2024-01-02 04:00:00,4,1,1,2024,2,8.853404228,41.41070068,4866.30935,0.8660254037844385,0.5000000000000001,0.7818314824680299,0.6234898018587335,4622.816364,4986.645985,4280.036924,4597.438507,56.57069285435713,3859.4245015,981.5452650136975,3767.9151250178575,979.9661891800456
2024-01-02 05:00:00,5,1,1,2024,2,3.0,77.46050433,2927.637425,0.9659258262890684,0.2588190451025208,0.7818314824680299,0.6234898018587335,4866.30935,4654.018724,4710.017294,4673.916121666666,172.61254936292968,3854.4104750416664,975.8274286455741,3771.404841839286,982.8404651369004
2024-01-02 06:00:00,6,1,1,2024,2,5.548229581,46.8217642,4082.614816,1.0,6.123233995736766e-17,0.7818314824680299,0.6234898018587335,2927.637425,4240.586886,5005.78351,4138.921046333334,1056.0436624688384,3782.477920916667,977.9493371709739,3760.7954378571426,982.2677189588665
2024-01-02 07:00:00,7,1,1,2024,2,3.0,49.19470092,3723.005394,0.9659258262890685,-0.2588190451025207,0.7818314824680299,0.6234898018587335,4082.614816,4031.527406,5001.795597,3958.853863666667,975.2434507278924,3775.8957513333335,975.2598621956847,3755.300386107143,977.8334481205283
2024-01-02 08:00:00,8,1,1,2024,2,3.0,58.06762711,3205.971134,0.8660254037844387,-0.4999999999999997,0.7818314824680299,0.6234898018587335,3723.005394,3185.961038,4550.175816,3577.752545,591.030444255847,3763.0406675,973.7760465530519,3747.688539660714,973.0376746773833
2024-01-02 09:00:00,9,1,1,2024,2,19.62698891,51.93288991,4478.097311,0.7071067811865477,-0.7071067811865475,0.7818314824680299,0.6234898018587335,3205.971134,2751.12628,4559.255349,3670.530448,440.67136424541474,3763.8744215,973.2688985914332,3739.687321315476,971.9253793120325
2024-01-02 10:00:00,10,1,1,2024,2,8.828826194,38.15645574,4741.420453,0.4999999999999999,-0.8660254037844386,0.7818314824680299,0.6234898018587335,4478.097311,4477.496995,4642.482585,3802.3579463333335,639.7647014516563,3835.8315477916663,958.8714310923721,3739.204237755952,971.5356750164025
2024-01-02 11:00:00,11,1,1,2024,2,26.24993766,76.33631839,4958.943115,0.258819045102521,-0.9659258262890684,0.7818314824680299,0.6234898018587335,4741.420453,4390.01605,4836.225745,4141.829632666667,821.1017698331681,3846.8283585416666,968.0200791614343,3739.7931536369047,972.1163071138255
2024-01-02 12:00:00,12,1,1,2024,2,21.92539586,76.3873191,4651.275946,1.2246467991473532e-16,-1.0,0.7818314824680299,0.6234898018587335,4958.943115,3372.983284,4376.871163,4726.153626333334,240.78616821455498,3870.5336529166666,988.6465468112175,3740.5236141726186,972.9908261922011
2024-01-02 13:00:00,13,1,1,2024,2,21.12374488,59.57421296,4424.647693,-0.25881904510252085,-0.9659258262890684,0.7818314824680299,0.6234898018587335,4651.275946,4808.746091,2240.262042,4783.879838,158.16722559065607,3923.7958471666666,995.0884461569941,3742.1569759761906,974.2949088645832
2024-01-02 14:00:00,14,1,1,2024,2,3.288698863,68.1256334,2255.557966,-0.4999999999999997,-0.8660254037844387,0.7818314824680299,0.6234898018587335,4424.647693,4685.795598,2181.594193,4678.288917999999,268.17004863470316,3907.79174725,983.2552821866495,3755.159271517857,968.6911604837637
2024-01-02 15:00:00,15,1,1,2024,2,4.223054028,76.00046281,2234.33843,-0.7071067811865471,-0.707106781186548,0.7818314824680299,0.6234898018587335,2255.557966,4580.866193,2381.989864,3777.1605350000004,1322.609494429485,3806.531845916667,1023.9457505605204,3755.5995320714283,967.9882611456803
2024-01-02 16:00:00,16,1,1,2024,2,3.0,78.04623937,2157.534881,-0.8660254037844383,-0.5000000000000003,0.7818314824680299,0.6234898018587335,2234.33843,4650.003446,2400.170086,2971.5146963333336,1258.4948139257956,3708.7598557916663,1058.2484804947744,3754.720654488095,969.309016074599
2024-01-02 17:00:00,17,1,1,2024,2,4.844128479,78.9768685,2443.876012,-0.9659258262890684,-0.2588190451025207,0.7818314824680299,0.6234898018587335,2157.534881,3638.748816,2893.752203,2215.810425666667,51.57127598477454,3604.906998916666,1083.8533494969265,3753.276397315476,971.5176086935471
2024-01-02 18:00:00,18,1,1,2024,2,3.0,74.66864041,2419.645515,-1.0,-1.8369701987210297e-16,0.7818314824680299,0.6234898018587335,2443.876012,4451.561916,2322.713512,2278.5831076666673,148.20932646765436,3555.1206320833335,1109.373799516202,3750.598562845238,974.5163158392127
2024-01-02 19:00:00,19,1,1,2024,2,12.92957741,64.32204414,3892.411342,-0.9659258262890685,0.25881904510252035,0.7818314824680299,0.6234898018587335,2419.645515,2402.611018,3715.2587,2340.352136000001,158.78725008813706,3470.4574487083332,1115.5034635879435,3751.175539053572,973.6942021784272
2024-01-02 20:00:00,20,1,1,2024,2,13.70875599,80.50407412,4377.013845,-0.8660254037844385,0.5,0.7818314824680299,0.6234898018587335,3892.411342,2208.724679,4786.98924,2918.6442896666667,843.3940261845013,3532.5324622083335,1094.7557438638582,3752.2300190654764,973.7509961598338
2024-01-02 21:00:00,21,1,1,2024,2,13.79666563,62.20695546,4529.470556,-0.7071067811865477,0.7071067811865474,0.7818314824680299,0.6234898018587335,4377.013845,2193.324174,4466.270598,3563.0235673333336,1019.4091055099794,3622.8778441249997,1069.946362670611,3749.789689333333,971.6537083352468
2024-01-02 22:00:00,22,1,1,2024,2,22.28491353,72.37767134,4803.836487,-0.5000000000000003,0.8660254037844383,0.7818314824680299,0.6234898018587335,4529.470556,2282.558766,4425.655009,4266.298581,332.6477307866703,3720.2172767083334,1040.0866921020515,3750.1658795595235,971.9449564146188
2024-01-02 23:00:00,23,1,1,2024,2,3.0,53.61113062,2663.376424,-0.25881904510252157,0.9659258262890682,0.7818314824680299,0.6234898018587335,4803.836487,2363.060115,4823.971042,4570.106962666668,216.2935045049858,3825.2705150833335,1015.6053609865514,3752.4169597857144,973.9546632841884
2024-01-03 00:00:00,0,2,1,2024,3,17.64518069,52.39147285,4799.557183,0.0,1.0,0.9749279121818238,-0.22252093395631437,2663.376424,4477.509055,4530.196895,3998.894489,1164.6997649520629,3837.7836946249995,998.512555623636,3739.5562775357143,973.9853864094326
2024-01-03 01:00:00,1,2,1,2024,3,3.906313969,55.6135515,2832.68156,0.2588190451025208,0.9659258262890684,0.9749279121818238,-0.22252093395631437,4799.557183,4636.876506,3064.642066,4088.9233646666667,1234.5617190500268,3851.202366625,1009.5859395340439,3741.1596125833335,975.5152038446196
2024-01-03 02:00:00,2,2,1,2024,3,3.339179523,48.66090794,3216.766828,0.4999999999999999,0.8660254037844386,0.9749279121818238,-0.22252093395631437,2832.68156,4532.622651,3719.09585,3431.8717223333333,1187.4715561891392,3776.0275772083332,1015.6928990493766,3739.7788952857145,976.6419663075167
2024-01-03 03:00:00,3,2,1,2024,3,3.0,46.69117864,3775.662261,0.7071067811865476,0.7071067811865477,0.9749279121818238,-0.22252093395631437,3216.766828,4622.816364,4197.742003,3616.3351903333337,1042.5406880411097,3721.20025125,1008.5661178326817,3736.7888415833336,977.4742700332513
2024-01-03 04:00:00,4,2,1,2024,3,7.067670728,56.97473053,4178.768371,0.8660254037844385,0.5000000000000001,0.9749279121818238,-0.22252093395631437,3775.662261,4866.30935,2936.766794,3275.036883,474.18319254999926,3685.902163625,990.2981698304199,3734.2764621666665,976.8246133422806
2024-01-03 05:00:00,5,2,1,2024,3,12.4926582,66.73924787,4809.312269,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.22252093395631437,4178.768371,2927.637425,5055.307058,3723.7324866666663,483.09861134176424,3657.2546228333335,964.2690476386912,3741.6693286964282,975.4516403606366
2024-01-03 06:00:00,6,2,1,2024,3,12.62929247,45.79586594,4945.515515,1.0,6.123233995736766e-17,0.9749279121818238,-0.22252093395631437,4809.312269,4082.614816,4965.525237,4254.580967000001,520.9786435582542,3735.657741333333,978.7549034210439,3740.205074,973.6508950068072
2024-01-03 07:00:00,7,2,1,2024,3,11.26081323,36.26759819,4658.019029,0.9659258262890685,-0.2588190451025207,0.9749279121818238,-0.22252093395631437,4945.515515,3723.005394,4798.940846,4644.532051666667,409.07173665061754,3771.611937125,1007.4819757258524,3740.0859685119044,973.5013179705718
2024-01-03 08:00:00,8,2,1,2024,3,14.4519731,52.0263875,4996.464184,0.8660254037844387,-0.4999999999999997,0.9749279121818238,-0.22252093395631437,4658.019029,3205.971134,4775.815004,4804.282271,143.81423095609108,3810.570838583333,1023.4720585151885,3739.247148172619,972.6438244123633
2024-01-03 09:00:00,9,2,1,2024,3,16.04196411,48.57524003,4623.121285,0.7071067811865477,-0.7071067811865475,0.9749279121818238,-0.22252093395631437,4996.464184,4478.097311,4725.775472,4866.666242666667,182.48064704608947,3885.1747156666665,1042.5639539430372,3740.5605361488097,974.199642293362
2024-01-03 10:00:00,10,2,1,2024,3,22.25939371,59.35093524,4750.545363,0.4999999999999999,-0.8660254037844386,0.9749279121818238,-0.22252093395631437,4623.121285,4741.420453,4752.12127,4759.201499333334,206.215055913708,3891.2173812500005,1046.5625380505453,3739.9494993214284,973.610011094686
2024-01-03 11:00:00,11,2,1,2024,3,19.594612,59.74819626,4543.987625,0.258819045102521,-0.9659258262890684,0.9749279121818238,-0.22252093395631437,4750.545363,4958.943115,4549.320998,4790.0436106666675,189.77964520722242,3891.5975858333336,1046.886443882238,3739.940118922619,973.6002083140708
2024-01-03 12:00:00,12,2,1,2024,3,3.0,42.10757083,2483.26422,1.2246467991473532e-16,-1.0,0.9749279121818238,-0.22252093395631437,4543.987625,4651.275946,4379.307485,4639.218091,104.21542666260254,3874.3077737500003,1031.8103547726187,3739.908372654762,973.5737453203517
2024-01-03 13:00:00,13,2,1,2024,3,3.0,53.35918163,2168.163766,-0.25881904510252085,-0.9659258262890684,0.9749279121818238,-0.22252093395631437,2483.26422,4424.647693,4356.172992,3925.932402666667,1253.648730203555,3783.973951833333,1055.4625573969338,3728.6224008392855,977.1006220779026
2024-01-03 14:00:00,14,2,1,2024,3,3.0,68.66102484,2355.204261,-0.4999999999999997,-0.8660254037844387,0.9749279121818238,-0.22252093395631437,2168.163766,2255.557966,4670.961507,3065.1385370000003,1290.375155850654,3689.953788208333,1095.6485583300544,3715.5985363988098,983.2486011782893
2024-01-03 15:00:00,15,2,1,2024,3,4.752034216,54.6117724,2130.109936,-0.7071067811865471,-0.707106781186548,0.9749279121818238,-0.22252093395631437,2355.204261,2234.33843,4377.816316,2335.544082333334,158.46755502844297,3694.1057171666666,1090.1516400064847,3701.8142670773805,986.0036308081462
2024-01-03 16:00:00,16,2,1,2024,3,3.0,65.12058621,2589.870783,-0.8660254037844383,-0.5000000000000003,0.9749279121818238,-0.22252093395631437,2130.109936,2157.534881,3707.728792,2217.825987666667,120.48492014560308,3689.76286325,1096.4094240927254,3688.4350624345243,992.007373104385
2024-01-03 17:00:00,17,2,1,2024,3,7.088043333,71.98684325,3103.299381,-0.9659258262890684,-0.2588190451025207,0.9749279121818238,-0.22252093395631437,2589.870783,2443.876012,3092.082022,2358.394993333334,229.8970306206528,3707.776859166667,1073.4516712544907,3681.7811457142857,995.6196398120131
2024-01-03 18:00:00,18,2,1,2024,3,21.58892523,47.82441064,4319.009476,-1.0,-1.8369701987210297e-16,0.9749279121818238,-0.22252093395631437,3103.299381,2419.645515,2537.102651,2607.7600333333335,486.84129130857525,3735.252832875,1047.8278703010415,3681.8479157083334,995.5802309211684
2024-01-03 19:00:00,19,2,1,2024,3,14.35842527,66.28997485,4512.522319,-0.9659258262890685,0.25881904510252035,0.9749279121818238,-0.22252093395631437,4319.009476,3892.411342,2167.156133,3337.393213333334,888.020324463262,3814.3929979166664,1015.3673115446778,3692.4545039523814,992.7995032087097
2024-01-03 20:00:00,20,2,1,2024,3,14.61845986,83.96870705,4720.169795,-0.8660254037844385,0.5,0.9749279121818238,-0.22252093395631437,4512.522319,4377.013845,2202.074141,3978.2770586666666,763.905267302634,3840.2309552916668,1025.2805165476507,3706.4150169642858,987.6995777466849
2024-01-03 21:00:00,21,2,1,2024,3,15.43061377,68.13122874,4367.651969,-0.7071067811865477,0.7071067811865474,0.9749279121818238,-0.22252093395631437,4720.169795,4529.470556,2453.992412,4517.233863333334,200.62165728691335,3854.529119875,1035.4342327019294,3721.4036815714285,983.8329069213833
2024-01-03 22:00:00,22,2,1,2024,3,14.95809752,74.48487954,4369.957641,-0.5000000000000003,0.8660254037844383,0.9749279121818238,-0.22252093395631437,4367.651969,4803.836487,2571.783765,4533.448027666666,177.18808756330554,3847.78667875,1031.3669953570839,3732.794512267857,980.142198746587
2024-01-03 23:00:00,23,2,1,2024,3,8.681509417,64.32932219,3832.905474,-0.25881904510252157,0.9659258262890682,0.9749279121818238,-0.22252093395631437,4369.957641,2663.376424,4292.900548,4485.926468333334,202.8639472571265,3829.7083934999996,1017.5909042181756,3743.4979281964283,977.2015897939152
2024-01-04 00:00:00,0,3,1,2024,4,19.97316873,48.11427195,4162.591064,0.0,1.0,0.4338837391175582,-0.900968867902419,3832.905474,4799.557183,4392.871073,4190.171694666667,309.4037707477562,3878.4387705833337,986.848014345884,3740.759862279762,976.2969974235219
2024-01-04 01:00:00,1,3,1,2024,4,17.0268626,38.02179334,4078.843686,0.2588190451025208,0.9659258262890684,0.4338837391175582,-0.900968867902419,4162.591064,2832.68156,4171.588615,4121.818059666667,270.8377483506122,3851.8985156249996,969.409619340026,3739.3891479404765,975.5373155473931
2024-01-04 02:00:00,2,3,1,2024,4,14.4067133,54.1877696,4344.954153,0.4999999999999999,0.8660254037844386,0.4338837391175582,-0.900968867902419,4078.843686,3216.766828,4466.677847,4024.780074666667,171.36307249877694,3903.8219375416666,945.5240354580596,3738.8370947916665,975.3174880786646
2024-01-04 03:00:00,3,3,1,2024,4,11.40577562,38.41087518,4270.599431,0.7071067811865476,0.7071067811865477,0.4338837391175582,-0.900968867902419,4344.954153,3775.662261,4289.431671,4195.462967666666,136.06658921185283,3950.82974275,937.8949703741122,3738.1125489940473,974.8186361626813
2024-01-04 04:00:00,4,3,1,2024,4,12.05181858,47.15486339,4505.625684,0.8660254037844385,0.5000000000000001,0.4338837391175582,-0.900968867902419,4270.599431,4178.768371,3819.645422,4231.4657566666665,137.30359977751516,3971.452124833333,939.3161864947562,3738.0004523273806,974.7559398318849
2024-01-04 05:00:00,5,3,1,2024,4,5.03874422,60.79624464,3917.090108,0.9659258262890684,0.2588190451025208,0.4338837391175582,-0.900968867902419,4505.625684,4809.312269,3667.797264,4373.726422666667,120.1258403763955,3985.0711795416664,944.806226662257,3742.083668172619,976.5351444182447
2024-01-04 06:00:00,6,3,1,2024,4,3.0,58.12676679,3362.91237,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,3917.090108,4945.515515,3391.399352,4231.1050743333335,296.2488552058931,3947.8952561666665,928.3747230336712,3743.5675541488094,976.6109896893705
2024-01-04 07:00:00,7,3,1,2024,4,3.0,43.11030013,2831.797314,0.9659258262890685,-0.2588190451025207,0.4338837391175582,-0.900968867902419,3362.91237,4658.019029,2590.409787,3928.5427206666664,571.4427366332459,3881.953458458333,910.4664477329977,3743.3979887797623,976.6749724478752
2024-01-04 08:00:00,8,3,1,2024,4,3.0,64.1343395,2551.532491,0.8660254037844387,-0.4999999999999997,0.4338837391175582,-0.900968867902419,2831.797314,4996.464184,2355.071525,3370.599930666667,542.687236001411,3805.8608870000003,919.0595088342627,3744.8348192976196,975.1449622481649
2024-01-04 09:00:00,9,3,1,2024,4,22.02648198,68.02920931,4308.90879,0.7071067811865477,-0.7071067811865475,0.4338837391175582,-0.900968867902419,2551.532491,4623.121285,4291.141985,2915.4140583333333,412.1021074457363,3703.9887331249997,916.8507491846651,3746.004229809524,973.5849063062474
2024-01-04 10:00:00,10,3,1,2024,4,3.93543892,49.96839191,3934.06668,0.4999999999999999,-0.8660254037844386,0.4338837391175582,-0.900968867902419,4308.90879,4750.545363,4233.965322,3230.7461983333337,944.173195608127,3690.896545833333,905.3263094864113,3746.1099846011907,973.6454390597543
2024-01-04 11:00:00,11,3,1,2024,4,14.08179057,56.33216586,3441.051303,0.258819045102521,-0.9659258262890684,0.4338837391175582,-0.900968867902419,3934.06668,4543.987625,4299.282709,3598.169320333334,925.5879975696673,3656.8766007083327,878.7258872032725,3744.324873636905,973.0203553269996
2024-01-04 12:00:00,12,3,1,2024,4,16.45904592,56.78120702,4085.598811,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,3441.051303,2483.26422,3885.043664,3894.6755910000006,435.2676163637172,3610.920920625,858.9323416259045,3739.2163533630955,972.3419796841041
2024-01-04 13:00:00,13,3,1,2024,4,19.71954256,54.5091281,4097.350917,-0.25881904510252085,-0.9659258262890684,0.4338837391175582,-0.900968867902419,4085.598811,2168.163766,2067.352696,3820.2389313333333,337.0132635255676,3677.6848619166667,829.2301548889716,3740.410134,972.645156676771
2024-01-04 14:00:00,14,3,1,2024,4,15.60682535,72.8956324,3990.088663,-0.4999999999999997,-0.8660254037844387,0.4338837391175582,-0.900968867902419,4097.350917,2355.204261,2138.504702,3874.667010333333,375.56818852707426,3758.067659875,767.7667541717966,3752.4934567440478,964.3098203365363
2024-01-04 15:00:00,15,3,1,2024,4,13.57069366,74.48930414,4141.162935,-0.7071067811865471,-0.707106781186548,0.4338837391175582,-0.900968867902419,3990.088663,2130.109936,1880.418696,4057.679463666667,58.8295440228466,3826.187843291667,708.0945818463347,3763.514789845238,956.3005302708268
2024-01-04 16:00:00,16,3,1,2024,4,12.16039546,80.34440427,3573.011786,-0.8660254037844383,-0.5000000000000003,0.4338837391175582,-0.900968867902419,4141.162935,2589.870783,2005.823854,4076.2008383333336,77.72614287222368,3909.9817182500005,610.9923384058209,3776.971600791667,945.4886023114306
2024-01-04 17:00:00,17,3,1,2024,4,5.117510658,56.22017621,2549.845936,-0.9659258262890684,-0.2588190451025207,0.4338837391175582,-0.900968867902419,3573.011786,3103.299381,2203.720413,3901.4211280000004,294.2709310308207,3950.9459267083334,548.3869597547055,3786.3001003869044,935.5886045371207
2024-01-04 18:00:00,18,3,1,2024,4,4.82437023,50.57182575,2087.55765,-1.0,-1.8369701987210297e-16,0.4338837391175582,-0.900968867902419,2549.845936,4319.009476,4037.557466,3421.340219,806.4277066196225,3927.8853665,595.2187576114494,3788.3603713571424,932.4585861644315
2024-01-04 19:00:00,19,3,1,2024,4,3.0,56.82507495,1875.331726,-0.9659258262890685,0.25881904510252035,0.4338837391175582,-0.900968867902419,2087.55765,4512.522319,3366.827941,2736.805124,760.1702447630511,3834.9082070833338,697.0408720914199,3776.7532295952383,941.4315518889276
2024-01-04 20:00:00,20,3,1,2024,4,3.0,52.60038822,1911.513689,-0.8660254037844385,0.5,0.4338837391175582,-0.900968867902419,1875.331726,4720.169795,4333.777794,2170.911770666667,344.89605237969926,3725.025265708333,787.5640573157065,3767.875275934524,952.2903869149854
2024-01-04 21:00:00,21,3,1,2024,4,3.0,73.43351382,2136.947427,-0.7071067811865477,0.7071067811865474,0.4338837391175582,-0.900968867902419,1911.513689,4367.651969,4060.839726,1958.1343550000001,113.5344686787385,3607.997927958333,840.1794937256708,3753.457037214286,961.9591527429455
2024-01-04 22:00:00,22,3,1,2024,4,3.0,49.24812039,2058.706654,-0.5000000000000003,0.8660254037844383,0.4338837391175582,-0.900968867902419,2136.947427,4369.957641,3986.453678,1974.5976140000002,141.75817418237887,3515.051905375,875.1476043983329,3742.005297339286,969.6984252989839
2024-01-04 23:00:00,23,3,1,2024,4,19.38327518,58.99275046,4048.75429,-0.25881904510252157,0.9659258262890682,0.4338837391175582,-0.900968867902419,2058.706654,3832.905474,2706.78803,2035.72259,114.46087958628675,3418.7497809166666,903.6836660923551,3730.5306126726196,978.1573475887999
